"respondent_id","district","poll_id","w_lv","w_rv","birthright_citizenship","check_or_support"
26788,"ne02","ne02-1",1.1352,0.8466,NA,NA
26789,"ne02","ne02-1",1.2421,1.0718,NA,NA
26790,"ne02","ne02-1",0.7986,0.4668,NA,NA
26791,"ne02","ne02-1",1.1999,1.0594,NA,NA
26792,"ne02","ne02-1",1.1353,0.5966,NA,NA
26793,"ne02","ne02-1",1.1223,2.5843,NA,NA
26794,"ne02","ne02-1",0.9217,0.6286,NA,NA
26795,"ne02","ne02-1",1.5979,2.0411,NA,NA
26796,"ne02","ne02-1",0.9681,0.5422,NA,NA
26797,"ne02","ne02-1",0.9371,0.5324,NA,NA
26798,"ne02","ne02-1",1.1185,0.7198,NA,NA
26799,"ne02","ne02-1",0.9078,3.7605,NA,NA
26800,"ne02","ne02-1",0.8257,0.5007,NA,NA
26801,"ne02","ne02-1",1.0805,0.9153,NA,NA
26802,"ne02","ne02-1",0.9316,0.4752,NA,NA
26803,"ne02","ne02-1",0.8141,0.533,NA,NA
26804,"ne02","ne02-1",1.0081,4.022,NA,NA
26805,"ne02","ne02-1",0.6736,0.4026,NA,NA
26806,"ne02","ne02-1",0.9794,0.538,NA,NA
26807,"ne02","ne02-1",1.294,0.83,NA,NA
26808,"ne02","ne02-1",0.7986,0.456,NA,NA
26809,"ne02","ne02-1",0.9794,0.5247,NA,NA
26810,"ne02","ne02-1",0.7287,0.3376,NA,NA
26811,"ne02","ne02-1",0.8684,3.1729,NA,NA
26812,"nj03","nj03-1",0.6825,0.2934,NA,NA
26813,"nj03","nj03-1",0.8846,0.7163,NA,NA
26814,"nj03","nj03-1",0.6005,0.188,NA,NA
26815,"nj03","nj03-1",1.8613,1.7456,NA,NA
26816,"nj03","nj03-1",0.7042,0.5339,NA,NA
26817,"nj03","nj03-1",0.9734,0.6821,NA,NA
26818,"nj03","nj03-1",0.789,0.2424,NA,NA
26819,"nj03","nj03-1",1.4137,1.1417,NA,NA
26820,"nj03","nj03-1",0.9914,0.9028,NA,NA
26821,"nj03","nj03-1",0.9609,1.7857,NA,NA
26822,"nj03","nj03-1",0.7046,0.282,NA,NA
26823,"nj03","nj03-1",0.7479,0.5355,NA,NA
26824,"nj03","nj03-1",0.7647,0.7817,NA,NA
26825,"nj03","nj03-1",0.8943,0.3593,NA,NA
26826,"nj03","nj03-1",0.6236,0.2772,NA,NA
26827,"nj03","nj03-1",0.6319,0.3132,NA,NA
26828,"nj03","nj03-1",0.8482,0.3517,NA,NA
26829,"nj03","nj03-1",1.8613,1.7287,NA,NA
26830,"nj03","nj03-1",1.2312,2.6076,NA,NA
26831,"nj03","nj03-1",1.9304,8.536,NA,NA
26832,"nj03","nj03-1",0.907,0.5752,NA,NA
26833,"nj03","nj03-1",0.8424,0.905,NA,NA
26834,"nj03","nj03-1",0.4853,0.2782,NA,NA
26835,"nj03","nj03-1",0.7182,0.4406,NA,NA
26836,"nj03","nj03-1",1.0175,0.6155,NA,NA
26837,"nj03","nj03-1",1.6092,3.0321,NA,NA
26838,"nj03","nj03-1",0.6334,0.5706,NA,NA
26839,"nj03","nj03-1",0.8781,0.7355,NA,NA
26840,"nj03","nj03-1",0.622,0.3369,NA,NA
26841,"nj03","nj03-1",0.8424,1.9352,NA,NA
26842,"nj03","nj03-1",1.0501,1.9013,NA,NA
26843,"nj03","nj03-1",0.7552,0.5185,NA,NA
26844,"nj03","nj03-1",1.1763,3.0877,NA,NA
26845,"nj03","nj03-1",2.188,5.7209,NA,NA
26846,"nj03","nj03-1",0.9203,0.5582,NA,NA
26847,"nj03","nj03-1",1.3462,1.222,NA,NA
26848,"nj03","nj03-1",0.7952,0.3719,NA,NA
26849,"nj03","nj03-1",0.9609,0.3771,NA,NA
26850,"nj03","nj03-1",0.8324,0.4863,NA,NA
26851,"nj03","nj03-1",0.6593,0.3621,NA,NA
26852,"nj03","nj03-1",1.7204,1.9295,NA,NA
26853,"nj03","nj03-1",0.7553,0.4518,NA,NA
26854,"nj03","nj03-1",1.2712,0.8515,NA,NA
26855,"nj03","nj03-1",0.6484,0.2151,NA,NA
26856,"nj03","nj03-1",0.7848,0.5112,NA,NA
26857,"nj03","nj03-1",0.5693,0.3018,NA,NA
26858,"nj03","nj03-1",0.8471,0.7842,NA,NA
26859,"nj03","nj03-1",0.9703,3.1569,NA,NA
26860,"nj03","nj03-1",0.8314,0.324,NA,NA
26861,"nj03","nj03-1",1.0202,3.4236,NA,NA
26862,"nj03","nj03-1",0.8116,0.3538,NA,NA
26863,"nj03","nj03-1",0.8773,0.4202,NA,NA
26864,"nj03","nj03-1",1.7996,1.6694,NA,NA
26865,"nj03","nj03-1",0.7095,0.5423,NA,NA
26866,"nj03","nj03-1",0.7552,0.3799,NA,NA
26867,"nj03","nj03-1",0.9707,1.363,NA,NA
26868,"nj03","nj03-1",0.5405,0.3306,NA,NA
26869,"nj03","nj03-1",1.02,0.5444,NA,NA
26870,"nj03","nj03-1",1.3467,1.7064,NA,NA
26871,"nj03","nj03-1",0.7142,0.2663,NA,NA
26872,"nj03","nj03-1",0.769,0.5575,NA,NA
26873,"nj03","nj03-1",1.1679,2.2449,NA,NA
26874,"nj03","nj03-1",1.2064,3.2814,NA,NA
26875,"nj03","nj03-1",2.0528,1.8293,NA,NA
26876,"nj03","nj03-1",0.684,0.2655,NA,NA
26877,"nj03","nj03-1",0.6983,0.2967,NA,NA
26878,"nj03","nj03-1",1.7343,1.4392,NA,NA
26879,"nj03","nj03-1",0.6505,0.4381,NA,NA
26880,"nj03","nj03-1",0.9634,0.5268,NA,NA
26881,"nj03","nj03-1",0.8616,0.8022,NA,NA
26882,"nj03","nj03-1",0.7508,0.4775,NA,NA
26883,"nj03","nj03-1",0.7208,0.3051,NA,NA
26884,"nj03","nj03-1",0.9435,0.7032,NA,NA
26885,"nj03","nj03-1",1.8254,2.2899,NA,NA
26886,"nj03","nj03-1",0.8343,0.3431,NA,NA
26887,"nj03","nj03-1",0.6207,0.2776,NA,NA
26888,"nj03","nj03-1",0.6782,0.3387,NA,NA
26889,"nj03","nj03-1",1.0174,0.6602,NA,NA
26890,"nj03","nj03-1",0.8599,0.4203,NA,NA
26891,"nj03","nj03-1",1.9045,1.7331,NA,NA
26892,"nj03","nj03-1",0.6219,0.9951,NA,NA
26893,"nj03","nj03-1",1.7677,1.0876,NA,NA
26894,"nj03","nj03-1",1.6759,0.858,NA,NA
26895,"nj03","nj03-1",1.0388,0.4322,NA,NA
26896,"nj03","nj03-1",1.0726,0.6522,NA,NA
26897,"nj03","nj03-1",0.8524,0.4015,NA,NA
26898,"nj03","nj03-1",1.4193,2.312,NA,NA
26899,"nj03","nj03-1",0.9994,0.5934,NA,NA
26900,"nj03","nj03-1",1.2905,1.9488,NA,NA
26901,"nj03","nj03-1",0.9191,0.9917,NA,NA
26902,"nj03","nj03-1",0.6617,0.1995,NA,NA
26903,"nj03","nj03-1",1.24,0.5387,NA,NA
26904,"nj03","nj03-1",1.1953,1.469,NA,NA
26905,"nj03","nj03-1",0.7298,0.252,NA,NA
26906,"nj03","nj03-1",0.6992,0.3451,NA,NA
26907,"nj03","nj03-1",1.1144,1.0434,NA,NA
26908,"nj03","nj03-1",0.7151,0.3501,NA,NA
26909,"nj03","nj03-1",0.6807,0.9974,NA,NA
26910,"nj03","nj03-1",0.5501,0.3607,NA,NA
26911,"nj03","nj03-1",0.6701,0.4492,NA,NA
26912,"nj03","nj03-1",1.1606,0.8953,NA,NA
26913,"nj03","nj03-1",0.7562,0.3237,NA,NA
26914,"nj03","nj03-1",2.5668,3.847,NA,NA
26915,"nj03","nj03-1",0.6989,0.2833,NA,NA
26916,"nj03","nj03-1",0.9256,0.469,NA,NA
26917,"nj03","nj03-1",0.6617,0.1958,NA,NA
26918,"nj03","nj03-1",0.8332,0.3184,NA,NA
26919,"nj03","nj03-1",0.9947,0.5955,NA,NA
26920,"nj03","nj03-1",2.6164,3.2266,NA,NA
26921,"nj03","nj03-1",0.7208,0.3976,NA,NA
26922,"nj03","nj03-1",2.0708,7.4558,NA,NA
26923,"nj03","nj03-1",1.237,2.7645,NA,NA
26924,"nj03","nj03-1",0.7782,1.0084,NA,NA
26925,"nj03","nj03-1",0.9945,0.6216,NA,NA
26926,"nj03","nj03-1",0.774,0.2798,NA,NA
26927,"nj03","nj03-1",1.1785,1.8306,NA,NA
26928,"nj03","nj03-1",0.7169,0.2295,NA,NA
26929,"nj03","nj03-1",0.9071,0.4768,NA,NA
26930,"nj03","nj03-1",0.7057,1.3585,NA,NA
26931,"nj03","nj03-1",2.1438,6.2369,NA,NA
26932,"nj03","nj03-1",1.7321,1.2003,NA,NA
26933,"nj03","nj03-1",1.3264,2.1516,NA,NA
26934,"nj03","nj03-1",0.9463,0.4136,NA,NA
26935,"nj03","nj03-1",1.0484,0.7926,NA,NA
26936,"nj03","nj03-1",1.0749,0.955,NA,NA
26937,"nj03","nj03-1",0.9099,0.9062,NA,NA
26938,"nj03","nj03-1",0.8857,0.8434,NA,NA
26939,"nj03","nj03-1",0.7592,1.4894,NA,NA
26940,"nj03","nj03-1",1.3229,0.9836,NA,NA
26941,"nj03","nj03-1",0.6472,0.7196,NA,NA
26942,"nj03","nj03-1",0.805,1.0763,NA,NA
26943,"nj03","nj03-1",0.5885,0.2079,NA,NA
26944,"nj03","nj03-1",0.8424,0.8729,NA,NA
26945,"nj03","nj03-1",0.9676,0.3962,NA,NA
26946,"nj03","nj03-1",0.8255,0.3556,NA,NA
26947,"nj03","nj03-1",1.047,0.9356,NA,NA
26948,"nj03","nj03-1",0.9764,1.0972,NA,NA
26949,"nj03","nj03-1",1.0007,0.585,NA,NA
26950,"nj03","nj03-1",0.5998,0.1734,NA,NA
26951,"nj03","nj03-1",0.7491,0.2989,NA,NA
26952,"nj03","nj03-1",1.0231,0.6298,NA,NA
26953,"nj03","nj03-1",0.6848,0.3014,NA,NA
26954,"nj03","nj03-1",0.716,0.2179,NA,NA
26955,"nj03","nj03-1",0.9233,0.9203,NA,NA
26956,"nj03","nj03-1",0.5218,0.4087,NA,NA
26957,"nj03","nj03-1",0.7174,0.3446,NA,NA
26958,"nj03","nj03-1",1.2369,2.6995,NA,NA
26959,"nj03","nj03-1",0.9746,0.6924,NA,NA
26960,"nj03","nj03-1",0.9424,0.424,NA,NA
26961,"nj03","nj03-1",0.7016,0.2552,NA,NA
26962,"nj03","nj03-1",0.9162,0.2958,NA,NA
26963,"nj03","nj03-1",1.7677,1.0758,NA,NA
26964,"nj03","nj03-1",0.9099,0.9964,NA,NA
26965,"nj03","nj03-1",0.9676,0.6013,NA,NA
26966,"nj03","nj03-1",0.9922,0.9948,NA,NA
26967,"nj03","nj03-1",0.7962,0.4045,NA,NA
26968,"nj03","nj03-1",1.0459,0.6981,NA,NA
26969,"nj03","nj03-1",1.1949,2.1488,NA,NA
26970,"nj03","nj03-1",1.5666,1.6771,NA,NA
26971,"nj03","nj03-1",0.692,0.4426,NA,NA
26972,"nj03","nj03-1",0.8096,0.42,NA,NA
26973,"nj03","nj03-1",0.789,0.2304,NA,NA
26974,"nj03","nj03-1",0.991,0.8493,NA,NA
26975,"nj03","nj03-1",1.3229,0.9791,NA,NA
26976,"nj03","nj03-1",0.741,0.3493,NA,NA
26977,"nj03","nj03-1",1.4541,1.6068,NA,NA
26978,"nj03","nj03-1",0.7956,0.3905,NA,NA
26979,"nj03","nj03-1",1.0312,1.3724,NA,NA
26980,"nj03","nj03-1",0.8773,0.4383,NA,NA
26981,"nj03","nj03-1",0.839,0.6474,NA,NA
26982,"nj03","nj03-1",1.4312,0.9142,NA,NA
26983,"nj03","nj03-1",0.8255,0.4352,NA,NA
26984,"nj03","nj03-1",2.0528,1.411,NA,NA
26985,"nj03","nj03-1",0.7165,0.6474,NA,NA
26986,"nj03","nj03-1",0.8604,0.4117,NA,NA
26987,"nj03","nj03-1",0.6476,0.2117,NA,NA
26988,"nj03","nj03-1",0.667,0.322,NA,NA
26989,"nj03","nj03-1",0.7708,0.3878,NA,NA
26990,"nj03","nj03-1",0.9922,0.8922,NA,NA
26991,"nj03","nj03-1",0.621,0.3085,NA,NA
26992,"nj03","nj03-1",0.9245,0.8214,NA,NA
26993,"nj03","nj03-1",0.7888,2.0742,NA,NA
26994,"nj03","nj03-1",0.918,0.9032,NA,NA
26995,"nj03","nj03-1",0.6631,0.432,NA,NA
26996,"nj03","nj03-1",0.5796,0.4307,NA,NA
26997,"nj03","nj03-1",1.4137,1.0743,NA,NA
26998,"nj03","nj03-1",0.7016,0.2487,NA,NA
26999,"nj03","nj03-1",0.9246,0.8942,NA,NA
27000,"nj03","nj03-1",0.8545,0.36,NA,NA
27001,"nj03","nj03-1",1.1274,1.0639,NA,NA
27002,"nj03","nj03-1",0.8743,0.4459,NA,NA
27003,"nj03","nj03-1",0.6663,0.3584,NA,NA
27004,"nj03","nj03-1",0.7545,0.4718,NA,NA
27005,"nj03","nj03-1",0.7709,0.4773,NA,NA
27006,"nj03","nj03-1",1.2369,3.1793,NA,NA
27007,"nj03","nj03-1",0.7633,0.4968,NA,NA
27008,"nj03","nj03-1",1.9314,1.4492,NA,NA
27009,"nj03","nj03-1",1.0749,0.6136,NA,NA
27010,"nj03","nj03-1",1.4577,1.9693,NA,NA
27011,"nj03","nj03-1",0.8193,0.6498,NA,NA
27012,"nj03","nj03-1",0.6676,0.675,NA,NA
27013,"nj03","nj03-1",0.8943,0.3847,NA,NA
27014,"nj03","nj03-1",0.9935,0.6351,NA,NA
27015,"nj03","nj03-1",0.9926,0.5755,NA,NA
27016,"nj03","nj03-1",0.9658,0.4042,NA,NA
27017,"nj03","nj03-1",0.9658,0.3917,NA,NA
27018,"nj03","nj03-1",0.5797,0.3556,NA,NA
27019,"nj03","nj03-1",1.8496,2.1526,NA,NA
27020,"nj03","nj03-1",0.9191,0.5532,NA,NA
27021,"nj03","nj03-1",1.1679,2.7564,NA,NA
27022,"nj03","nj03-1",0.7731,0.2495,NA,NA
27023,"nj03","nj03-1",0.692,0.474,NA,NA
27024,"nj03","nj03-1",0.8272,0.629,NA,NA
27025,"nj03","nj03-1",0.6793,0.2907,NA,NA
27026,"nj03","nj03-1",0.7165,0.4597,NA,NA
27027,"nj03","nj03-1",1.7321,1.2696,NA,NA
27028,"nj03","nj03-1",1.0178,0.5328,NA,NA
27029,"nj03","nj03-1",0.7169,0.2437,NA,NA
27030,"nj03","nj03-1",1.7343,1.4517,NA,NA
27031,"nj03","nj03-1",0.789,0.2366,NA,NA
27032,"nj03","nj03-1",0.6215,0.2912,NA,NA
27033,"nj03","nj03-1",0.7024,0.2592,NA,NA
27034,"nj03","nj03-1",1.0459,0.7266,NA,NA
27035,"nj03","nj03-1",1.02,0.5346,NA,NA
27036,"nj03","nj03-1",0.9017,0.6057,NA,NA
27037,"nj03","nj03-1",1.9876,2.3818,NA,NA
27038,"nj03","nj03-1",1.0947,0.6466,NA,NA
27039,"nj03","nj03-1",0.6335,0.2448,NA,NA
27040,"nj03","nj03-1",0.6609,0.1843,NA,NA
27041,"nj03","nj03-1",0.6335,0.2302,NA,NA
27042,"nj03","nj03-1",1.5152,1.3486,NA,NA
27043,"nj03","nj03-1",0.7698,0.3704,NA,NA
27044,"nj03","nj03-1",0.6484,0.2279,NA,NA
27045,"nj03","nj03-1",0.7044,0.5896,NA,NA
27046,"nj03","nj03-1",1.2369,2.334,NA,NA
27047,"nj03","nj03-1",0.6319,0.2951,NA,NA
27048,"nj03","nj03-1",0.6571,0.6092,NA,NA
27049,"nj03","nj03-1",1.0947,0.6497,NA,NA
27050,"nj03","nj03-1",1.0726,0.6464,NA,NA
27051,"nj03","nj03-1",0.7303,0.3669,NA,NA
27052,"nj03","nj03-1",0.9264,1.4787,NA,NA
27053,"nj03","nj03-1",0.8312,0.4063,NA,NA
27054,"nj03","nj03-1",0.6793,0.2535,NA,NA
27055,"nj03","nj03-1",0.8312,0.3959,NA,NA
27056,"nj03","nj03-1",0.907,0.5105,NA,NA
27057,"nj03","nj03-1",0.9264,0.8718,NA,NA
27058,"nj03","nj03-1",0.7024,0.2691,NA,NA
27059,"nj03","nj03-1",0.7838,0.5749,NA,NA
27060,"nj03","nj03-1",0.8322,0.5473,NA,NA
27061,"nj03","nj03-1",0.9734,0.6288,NA,NA
27062,"nj03","nj03-1",1.7677,1.1237,NA,NA
27063,"nj03","nj03-1",0.6676,0.5219,NA,NA
27064,"nj03","nj03-1",1.0749,0.9431,NA,NA
27065,"nj03","nj03-1",0.6639,0.4137,NA,NA
27066,"nj03","nj03-1",0.698,0.2419,NA,NA
27067,"nj03","nj03-1",0.7838,0.5012,NA,NA
27068,"nj03","nj03-1",0.9006,0.6282,NA,NA
27069,"nj03","nj03-1",0.6609,0.1931,NA,NA
27070,"nj03","nj03-1",0.88,0.9656,NA,NA
27071,"nj03","nj03-1",0.5118,0.2431,NA,NA
27072,"nj03","nj03-1",0.5901,0.3886,NA,NA
27073,"nj03","nj03-1",1.0251,1.387,NA,NA
27074,"nj03","nj03-1",0.5302,0.3268,NA,NA
27075,"nj03","nj03-1",0.9017,0.5756,NA,NA
27076,"nj03","nj03-1",0.8754,0.6304,NA,NA
27077,"nj03","nj03-1",0.6327,0.3682,NA,NA
27078,"nj03","nj03-1",0.6776,0.302,NA,NA
27079,"nj03","nj03-1",1.2327,1.0739,NA,NA
27080,"nj03","nj03-1",0.8175,0.3697,NA,NA
27081,"nj03","nj03-1",0.9764,1.9207,NA,NA
27082,"nj03","nj03-1",0.6663,0.3261,NA,NA
27083,"nj03","nj03-1",0.7552,0.4728,NA,NA
27084,"nj03","nj03-1",0.8265,1.2157,NA,NA
27085,"nj03","nj03-1",0.9658,0.3768,NA,NA
27086,"nj03","nj03-1",0.7553,0.5707,NA,NA
27087,"nj03","nj03-1",1.0117,3.0752,NA,NA
27088,"nj03","nj03-1",0.8754,0.4619,NA,NA
27089,"nj03","nj03-1",0.9494,0.9571,NA,NA
27090,"nj03","nj03-1",3.0925,8.3586,NA,NA
27091,"nj03","nj03-1",0.7491,0.2893,NA,NA
27092,"nj03","nj03-1",1.7218,1.2216,NA,NA
27093,"nj03","nj03-1",0.8163,0.4707,NA,NA
27094,"nj03","nj03-1",0.9,0.2893,NA,NA
27095,"nj03","nj03-1",0.7182,0.4222,NA,NA
27096,"nj03","nj03-1",0.6915,1.6023,NA,NA
27097,"nj03","nj03-1",0.9099,2.3275,NA,NA
27098,"nj03","nj03-1",0.856,0.7547,NA,NA
27099,"nj03","nj03-1",0.9463,0.4359,NA,NA
27100,"nj03","nj03-1",1.0383,0.5647,NA,NA
27101,"nj03","nj03-1",1.0268,1.2674,NA,NA
27102,"nj03","nj03-1",0.7611,0.5621,NA,NA
27103,"nj03","nj03-1",0.6054,0.3544,NA,NA
27104,"nj03","nj03-1",0.9099,0.9368,NA,NA
27105,"nj03","nj03-1",0.5895,0.4319,NA,NA
27106,"nj03","nj03-1",1.0914,4.3105,NA,NA
27107,"nj03","nj03-1",0.8028,0.6855,NA,NA
27108,"nj03","nj03-1",0.8916,1.7017,NA,NA
27109,"nj03","nj03-1",0.7182,0.3347,NA,NA
27110,"nj03","nj03-1",0.6457,0.2824,NA,NA
27111,"nj03","nj03-1",1.1679,1.8989,NA,NA
27112,"nj03","nj03-1",0.7633,0.5212,NA,NA
27113,"nj03","nj03-1",1.8146,2.7849,NA,NA
27114,"nj03","nj03-1",0.8116,0.3789,NA,NA
27115,"nj03","nj03-1",0.7024,0.2504,NA,NA
27116,"nj03","nj03-1",0.967,0.4269,NA,NA
27117,"nj03","nj03-1",1.7321,1.179,NA,NA
27118,"nj03","nj03-1",0.8506,1.2598,NA,NA
27119,"nj03","nj03-1",0.8015,0.7789,NA,NA
27120,"nj03","nj03-1",1.1506,0.6616,NA,NA
27121,"nj03","nj03-1",0.9475,0.4411,NA,NA
27122,"nj03","nj03-1",1.1066,4.7177,NA,NA
27123,"nj03","nj03-1",0.8564,0.4679,NA,NA
27124,"nj03","nj03-1",0.7956,0.3977,NA,NA
27125,"nj03","nj03-1",0.8058,1.4376,NA,NA
27126,"nj03","nj03-1",0.8931,0.479,NA,NA
27127,"nj03","nj03-1",1.0105,1.1983,NA,NA
27128,"nj03","nj03-1",1.5351,1.7527,NA,NA
27129,"nj03","nj03-1",1.14,0.6944,NA,NA
27130,"nj03","nj03-1",0.7573,0.7284,NA,NA
27131,"nj03","nj03-1",0.9423,0.575,NA,NA
27132,"nj03","nj03-1",0.8846,0.7126,NA,NA
27133,"nj03","nj03-1",0.6457,0.2649,NA,NA
27134,"nj03","nj03-1",0.8109,0.3674,NA,NA
27135,"nj03","nj03-1",0.7552,0.4397,NA,NA
27136,"nj03","nj03-1",1.0705,2.4562,NA,NA
27137,"nj03","nj03-1",0.8099,0.4303,NA,NA
27138,"nj03","nj03-1",0.7456,1.6097,NA,NA
27139,"nj03","nj03-1",0.8411,0.4833,NA,NA
27140,"nj03","nj03-1",0.8645,0.6636,NA,NA
27141,"nj03","nj03-1",0.9796,0.4801,NA,NA
27142,"nj03","nj03-1",1.1253,0.5189,NA,NA
27143,"nj03","nj03-1",1.2194,2.0244,NA,NA
27144,"nj03","nj03-1",1.1929,1.1226,NA,NA
27145,"nj03","nj03-1",0.7602,0.5043,NA,NA
27146,"nj03","nj03-1",2.0299,5.2741,NA,NA
27147,"nj03","nj03-1",1.3229,1.077,NA,NA
27148,"nj03","nj03-1",1.1763,5.1861,NA,NA
27149,"nj03","nj03-1",1.7655,2.214,NA,NA
27150,"nj03","nj03-1",0.6327,0.4684,NA,NA
27151,"nj03","nj03-1",1.7097,1.6257,NA,NA
27152,"nj03","nj03-1",0.9734,0.618,NA,NA
27153,"nj03","nj03-1",1.9977,1.4272,NA,NA
27154,"nj03","nj03-1",0.8493,0.5278,NA,NA
27155,"nj03","nj03-1",1.4815,1.0577,NA,NA
27156,"nj03","nj03-1",2.3461,9.98,NA,NA
27157,"nj03","nj03-1",1.6759,0.8588,NA,NA
27158,"nj03","nj03-1",0.6484,0.2134,NA,NA
27159,"nj03","nj03-1",0.9081,0.5946,NA,NA
27160,"nj03","nj03-1",0.7848,0.5923,NA,NA
27161,"nj03","nj03-1",1.0174,0.6777,NA,NA
27162,"nj03","nj03-1",0.6664,0.3041,NA,NA
27163,"nj03","nj03-1",2.7526,2.9324,NA,NA
27164,"nj03","nj03-1",0.9463,0.4105,NA,NA
27165,"nj03","nj03-1",0.8402,0.5328,NA,NA
27166,"nj03","nj03-1",0.6215,0.2903,NA,NA
27167,"nj03","nj03-1",0.9169,0.738,NA,NA
27168,"nj03","nj03-1",0.7942,0.3316,NA,NA
27169,"nj03","nj03-1",1.3229,1.0392,NA,NA
27170,"nj03","nj03-1",0.9994,0.5609,NA,NA
27171,"nj03","nj03-1",1.4815,1.0601,NA,NA
27172,"nj03","nj03-1",1.074,0.7706,NA,NA
27173,"nj03","nj03-1",0.7289,0.3149,NA,NA
27174,"nj03","nj03-1",1.8169,1.5335,NA,NA
27175,"nj03","nj03-1",0.9764,1.1345,NA,NA
27176,"nj03","nj03-1",0.89,0.6977,NA,NA
27177,"nj03","nj03-1",0.7899,0.2696,NA,NA
27178,"nj03","nj03-1",1.2064,2.6532,NA,NA
27179,"nj03","nj03-1",2.2367,5.1582,NA,NA
27180,"nj03","nj03-1",0.735,0.3544,NA,NA
27181,"nj03","nj03-1",1.0126,0.7825,NA,NA
27182,"nj03","nj03-1",0.6733,0.3215,NA,NA
27183,"nj03","nj03-1",0.6971,0.4266,NA,NA
27184,"nj03","nj03-1",0.918,0.7643,NA,NA
27185,"nj03","nj03-1",1.9045,1.3142,NA,NA
27186,"nj03","nj03-1",0.8465,0.8837,NA,NA
27187,"nj03","nj03-1",1.0007,0.6198,NA,NA
27188,"nj03","nj03-1",0.698,0.2419,NA,NA
27189,"nj03","nj03-1",1.2282,2.0484,NA,NA
27190,"nj03","nj03-1",0.8038,0.7634,NA,NA
27191,"nj03","nj03-1",0.5209,0.2617,NA,NA
27192,"nj03","nj03-1",1.1016,0.4882,NA,NA
27193,"nj03","nj03-1",1.8709,1.1336,NA,NA
27194,"nj03","nj03-1",0.6345,0.3326,NA,NA
27195,"nj03","nj03-1",0.6335,0.2295,NA,NA
27196,"nj03","nj03-1",1.0268,1.2575,NA,NA
27197,"nj03","nj03-1",0.8015,0.6589,NA,NA
27198,"nj03","nj03-1",0.9689,0.8149,NA,NA
27199,"nj03","nj03-1",0.9475,0.4387,NA,NA
27200,"nj03","nj03-1",0.7731,0.2499,NA,NA
27201,"nj03","nj03-1",0.6664,0.3368,NA,NA
27202,"nj03","nj03-1",0.9568,2.6662,NA,NA
27203,"nj03","nj03-1",0.8332,0.3284,NA,NA
27204,"nj03","nj03-1",0.4855,0.399,NA,NA
27205,"nj03","nj03-1",0.7106,0.3624,NA,NA
27206,"nj03","nj03-1",1.6022,1.8576,NA,NA
27207,"nj03","nj03-1",0.8588,0.4119,NA,NA
27208,"nj03","nj03-1",0.774,0.2708,NA,NA
27209,"nj03","nj03-1",0.9609,3.1338,NA,NA
27210,"nj03","nj03-1",0.7962,0.424,NA,NA
27211,"nj03","nj03-1",0.9245,0.9023,NA,NA
27212,"nj03","nj03-1",0.907,0.5821,NA,NA
27213,"nj03","nj03-1",1.0673,0.8112,NA,NA
27214,"nj03","nj03-1",1.0559,0.5263,NA,NA
27215,"nj03","nj03-1",1.1363,1.0788,NA,NA
27216,"nj03","nj03-1",1.1442,0.5897,NA,NA
27217,"nj03","nj03-1",1.5035,3.4749,NA,NA
27218,"nj03","nj03-1",0.68,0.2924,NA,NA
27219,"nj03","nj03-1",1.4766,2.9723,NA,NA
27220,"nj03","nj03-1",2.2367,3.8305,NA,NA
27221,"nj03","nj03-1",1.2623,2.4589,NA,NA
27222,"nj03","nj03-1",0.7419,0.382,NA,NA
27223,"nj03","nj03-1",1.2295,0.7231,NA,NA
27224,"nj03","nj03-1",1.2535,2.8141,NA,NA
27225,"nj03","nj03-1",1.8948,1.6483,NA,NA
27226,"nj03","nj03-1",1.1444,3.0759,NA,NA
27227,"nj03","nj03-1",1.3264,3.8757,NA,NA
27228,"nj03","nj03-1",1.0105,1.6896,NA,NA
27229,"nj03","nj03-1",0.8604,0.5019,NA,NA
27230,"nj03","nj03-1",1.7996,1.2048,NA,NA
27231,"nj03","nj03-1",0.6484,0.2151,NA,NA
27232,"nj03","nj03-1",1.4681,1.7396,NA,NA
27233,"nj03","nj03-1",0.8402,0.5394,NA,NA
27234,"nj03","nj03-1",0.8373,0.3933,NA,NA
27235,"nj03","nj03-1",1.1526,2.5111,NA,NA
27236,"nj03","nj03-1",1.9591,1.7202,NA,NA
27237,"nj03","nj03-1",0.7024,0.2681,NA,NA
27238,"nj03","nj03-1",0.7962,0.4411,NA,NA
27239,"nj03","nj03-1",0.8623,0.931,NA,NA
27240,"nj03","nj03-1",0.9973,0.6561,NA,NA
27241,"nj03","nj03-1",0.6207,0.2702,NA,NA
27242,"nj03","nj03-1",1.7321,1.2181,NA,NA
27243,"nj03","nj03-1",1.859,1.4957,NA,NA
27244,"nj03","nj03-1",1.1066,1.5618,NA,NA
27245,"nj03","nj03-1",0.9568,3.2095,NA,NA
27246,"nj03","nj03-1",0.7626,0.3171,NA,NA
27247,"nj03","nj03-1",0.6215,0.3044,NA,NA
27248,"nj03","nj03-1",1.5357,2.3466,NA,NA
27249,"nj03","nj03-1",0.7151,0.2748,NA,NA
27250,"nj03","nj03-1",0.7016,0.2371,NA,NA
27251,"nj03","nj03-1",0.887,1.3225,NA,NA
27252,"nj03","nj03-1",0.774,0.2681,NA,NA
27253,"nj03","nj03-1",1.4209,2.4553,NA,NA
27254,"nj03","nj03-1",0.9726,0.5923,NA,NA
27255,"nj03","nj03-1",1.0187,0.7037,NA,NA
